onset	duration	trial_type	block	audioOnset	audioDuration	audioOnsetIndex	eegOnsetIndex	word
421.611328125	1.501953125	StartReading	Overt	201.25414185532006	1.502523202898033	8875405	215865	ARA
424.67578125	1.50390625	StartSaying	Overt	204.30850744807552	1.5027499577806052	9010104	217434	ARA
428.16796875	1.5	StartReading	Overt	207.61538727806308	1.5017068853207742	9155939	219222	EFE
431.6171875	1.501953125	StartSaying	Overt	210.88580492293306	1.5021377195976608	9300166	220988	EFE
434.8984375	1.5	StartReading	Overt	214.19182308436683	1.5025685538745477	9445963	222668	ITI
438.185546875	1.5	StartSaying	Overt	217.438363440102	1.5025458783862904	9589137	224351	ITI
441.525390625	1.5	StartReading	Overt	220.87229403079456	1.5015935078794884	9740575	226061	OSO
444.59375	1.501953125	StartSaying	Overt	223.9496072176663	1.5023417989919756	9876286	227632	OSO
447.796875	1.501953125	StartReading	Overt	227.31596485335245	1.5026365803393191	10024744	229272	UTU
450.923828125	1.498046875	StartSaying	Overt	230.5743871649344	1.5022964480154612	10168442	230873	UTU
454.3828125	1.501953125	StartReading	Overt	233.60394577353648	1.5016842098325172	10302047	232644	ERE
457.4140625	1.501953125	StartSaying	Overt	236.6090602057973	1.501434779461688	10434574	234196	ERE
463.86328125	1.501953125	StartReading	Inert	243.81138483897607	1.5016161833677455	10752200	237498	APA
466.986328125	1.5	StartSaying	Inert	246.85552378652753	1.5014121039734307	10886448	239097	APA
470.33984375	1.501953125	StartReading	Inert	250.15850343253484	1.5029086861984056	11032111	240814	EME
473.69921875	1.501953125	StartSaying	Inert	253.65771675391989	1.501457454949945	11186428	242534	EME
477.037109375	1.501953125	StartReading	Inert	256.8124213822134	1.5016388588560028	11325552	244243	ARA
480.373046875	1.501953125	StartSaying	Inert	260.1458768844384	1.5027272822923479	11472559	245951	ARA
483.7109375	1.501953125	StartReading	Inert	263.4892188995435	1.5017295608090315	11620002	247660	AFA
487.078125	1.501953125	StartSaying	Inert	266.8711772711506	1.5016842098325172	11769148	249384	AFA
490.173828125	1.501953125	StartReading	Inert	270.2434985602484	1.5027953087571195	11917869	250969	ITI
493.59375	1.501953125	StartSaying	Inert	273.306866321842	1.5025685538745477	12052965	252720	ITI
496.90625	1.5	StartReading	Inert	276.3497581175393	1.5022057460624325	12187158	254416	AMA
499.91796875	1.501953125	StartSaying	Inert	279.781058351594	1.5016842098325172	12338480	255958	AMA
502.931640625	1.501953125	StartReading	Inert	282.7986443023963	1.5014121039734307	12471557	257501	OLO
506.060546875	1.5	StartSaying	Inert	286.0634611016668	1.5029993881514343	12615537	259103	OLO
509.51171875	1.501953125	StartReading	Inert	289.13159071579435	1.5026819313158335	12750843	260870	UTU
512.8515625	1.501953125	StartSaying	Inert	292.5915527670062	1.5017522362972886	12903429	262580	UTU
516.16796875	1.5	StartReading	Inert	295.87661877729033	1.5014801304382024	13048302	264278	ESE
519.40625	1.501953125	StartSaying	Inert	299.06776291521317	1.5022284215506898	13189033	265936	ESE
522.46484375	1.501953125	StartReading	Inert	302.5766359945958	1.501774911785546	13343776	267502	IFI
525.822265625	1.501953125	StartSaying	Inert	305.9603403787987	1.501548156902974	13492999	269221	IFI
531.421875	1.501953125	StartReading	Overt	311.6714568777198	1.5017068853207742	13744862	272088	EPE
534.806640625	1.501953125	StartSaying	Overt	315.11232616781905	1.5027953087571195	13896606	273821	EPE
537.84765625	1.501953125	StartReading	Overt	318.4827880668798	1.5026592558275764	14045245	275378	USU
